Partner Name,Year,Export (US$ Thousand),Import (US$ Thousand),Country Growth (%),AHS Simple Average (%),AHS Weighted Average (%),AHS Total Tariff Lines,AHS Dutiable Tariff Lines Share (%),AHS Duty Free Tariff Lines Share (%),AHS Specific Tariff Lines Share (%),AHS AVE Tariff Lines Share (%),AHS MaxRate (%),AHS MinRate (%),AHS SpecificDuty Imports (US$ Thousand),AHS Dutiable Imports (US$ Thousand),AHS Duty Free Imports (US$ Thousand),MFN Simple Average (%),MFN Weighted Average (%),MFN Total Tariff Lines,MFN Dutiable Tariff Lines Share (%),MFN Duty Free Tariff Lines Share (%),MFN Specific Tariff Lines Share (%),MFN AVE Tariff Lines Share (%),MFN MaxRate (%),MFN SpecificDuty Imports (US$ Thousand),MFN Dutiable Imports (US$ Thousand),MFN Duty Free Imports (US$ Thousand),Continente,Intervalo,Share_Cafe,Share_Banano,Share_Cardamomo,Share_Azucar,Share_Textiles,Share_Hortalizas,Share_Pescado,Share_Lacteos,Share_Carne,Share_Plasticos,Arancel_Ajustado,Share_Total_Ponderado,Demanda_Ajustada,Revealed Comparative Advantage,MFN SpecificDuty Imports (log),TLC_Con_GT,Arancel_Especifico_GT,Mercado_Atractivo
Cameroon,2012,8157839.71,5109405.21,13.31,5.22,0.95,17.83,17.83,79.62,0.03,2.52,1175.16,0.0,27988.88,3084968.51,3160697.23,9.7,5.89,518818.0,70.95,23.05,20.97,134.4,3000.0,3395512.99,6245665.74,0.0,África,2012-2014,3.0202465979336195e-05,1.5101232989668098e-05,1.5101232989668095e-06,3.0202465979336195e-05,0.0001510123298966,1.5101232989668098e-05,1.812147958760172e-05,3.0202465979336195e-06,4.53036989690043e-06,0.000226518494845,1762.7400000000002,3.4249596420567255e-05,0.09921817637046484,0,15.03796570368653,0,1410.192,0
"Congo, Rep.",2012,5693935.51,11117249.78,2.37,6.48,0.78,30.86,30.86,67.44,0.29,1.42,163.19,0.0,8180.62,7910891.19,364146.15,8.32,2.86,417006.0,68.72,26.3,26.04,221.16,3000.0,7518683.37,8275037.34,0.0,África,2012-2014,6.571574272619353e-05,3.285787136309676e-05,3.2857871363096764e-06,6.571574272619353e-05,0.0003285787136309,3.285787136309676e-05,3.942944563571612e-05,6.571574272619353e-06,9.85736140892903e-06,0.0004928680704464,244.785,7.452165225150346e-05,3.370733861294478,0,15.832901729822474,0,195.828,0
Colombia,2012,60566835.94,63017386.81,3.07,3.39,3.17,28.5,28.5,66.0,1.13,4.37,3000.0,0.0,4287865.15,67697152.87,742147.4,8.76,5.87,1132171.0,70.71,23.97,7.86,57.24,3000.0,40892833.78,68439300.27,0.0,América,2012-2014,0.0014900211692043,0.0022350317538064,0.000372505292301,0.0018625264615053,0.002793789692258,0.0013037685230537,0.0009312632307526,0.0011175158769032,0.0016762738153548,0.0018625264615053,2400.0,0.0016408858125862,43.06719531977748,1,17.526465416912632,1,2400.0,1
Comoros,2012,300891.04,61673.66,-0.88,3.02,4.28,12.84,12.84,86.7,0.08,0.38,274.5,0.0,0.32,50252.9,2169.34,9.45,9.48,94329.0,75.37,22.03,48.81,139.97,3000.0,399.78,52422.24,0.0,África,2012-2014,3.645623201552942e-07,1.822811600776471e-07,1.8228116007764708e-08,3.645623201552942e-07,1.8228116007764707e-06,1.822811600776471e-07,2.187373920931765e-07,3.6456232015529416e-08,5.468434802329413e-08,2.734217401164706e-06,411.75,4.1341367105610346e-07,6.177282662160137e-05,0,5.9934126483259975,0,329.4,0
Cape Verde,2012,1289607.88,87595.93,-10.7,2.88,0.28,7.69,7.69,88.13,0.08,4.09,45.0,0.0,183.03,38402.9,115008.6,8.98,10.58,250726.0,70.27,24.0,37.97,198.13,3000.0,36995.63,153411.5,0.0,África,2012-2014,5.177927737215649e-07,2.5889638686078245e-07,2.5889638686078244e-08,5.177927737215649e-07,2.5889638686078244e-06,2.5889638686078245e-07,3.106756642329389e-07,5.1779277372156494e-08,7.766891605823472e-08,3.883445802911736e-06,67.5,5.871770054002546e-07,0.0007508659250021945,0,10.518582106397147,0,54.0,0
Costa Rica,2012,16147895.65,36527606.61,0.25,4.42,3.59,30.19,30.19,64.8,0.66,4.35,3000.0,0.0,8913036.01,37075522.78,382553.69,9.18,6.17,980780.0,69.96,23.87,12.6,93.69,3000.0,14601827.84,37458076.48,0.0,América,2012-2014,0.0008636808008774,0.0012955212013162,0.0002159202002193,0.0010796010010968,0.0016194015016452,0.0007557207007678,0.0005398005005484,0.0006477606006581,0.0009716409009871,0.0010796010010968,2400.0,0.0009511284819663,14.469990431000202,1,16.496657341847506,1,2400.0,0
Cuba,2012,8885777.02,3203186.46,3.7175375,6.81,7.74,33.19,33.19,53.13,2.03,11.65,3000.0,0.0,829080.99,2220458.36,302727.28,9.09,15.55,367457.0,67.85,25.33,30.33,191.49,3000.0,1942496.73,2523185.64,0.0,América,2012-2014,7.573807604397878e-05,0.0001136071140659,1.8934519010994696e-05,9.467259505497348e-05,0.0001420088925824,6.627081653848144e-05,4.733629752748674e-05,5.680355703298408e-05,8.520533554947613e-05,9.467259505497348e-05,2400.0,8.340655624343163e-05,0.11127311604922475,0,14.479485192626088,1,2400.0,0
Cyprus,2012,15284698.6,5687435.37,-8.38,5.13,3.05,45.07,45.07,49.33,0.41,5.19,3000.0,0.0,1145990.88,2868740.77,148717.8,9.7,5.66,597728.0,70.48,22.42,32.07,232.38,3000.0,2438665.98,3017458.57,0.0,Asia,2012-2014,8.404822391846388e-05,6.72385791347711e-05,0.0003361928956738,0.0001008578687021,0.0003025736061064,5.042893435107832e-05,0.0002017157374043,3.361928956738555e-05,6.72385791347711e-05,0.0002521446717553,4500.0,0.000143218173557,0.18096958585089548,0,14.706962128310286,0,3600.0,0
Czech Republic,2012,126184319.81,137829761.77,-3.75,6.21,5.04,48.19,48.19,48.19,0.31,3.31,3000.0,0.0,5108600.75,23191465.2,548411.21,8.45,7.78,1139219.0,70.19,24.73,6.15,40.62,3000.0,7706195.05,23739876.41,0.0,Europa,2012-2014,0.0061104940590508,0.0032589301648271,0.0004073662706033,0.0020368313530169,0.0048883952472406,0.0016294650824135,0.0040736627060338,0.0028515638942237,0.0024441976236203,0.0048883952472406,4500.0,0.0036948120743727,113.1426500768071,0,15.857535245059257,0,3600.0,0
Germany,2012,1045021975.07,1311009466.68,-3.97,6.61,6.62,54.36,54.36,42.81,0.33,2.5,3000.0,0.0,145019118.55,453925276.1,3936294.26,8.73,7.44,1398288.0,69.8,24.77,2.08,16.42,3000.0,198686240.34,457861570.36,0.0,Europa,2012-2014,0.058121812405622,0.030998299949665,0.0038747874937081,0.0193739374685406,0.0464974499244976,0.0154991499748325,0.0387478749370813,0.0271235124559569,0.0232487249622488,0.0464974499244976,4500.0,0.0351443225679328,10236.51179440468,0,19.107237461742628,0,3600.0,0
Djibouti,2012,3499887.89,130765.15,4.154359526372444,3.78,1.49,6.8,6.8,87.31,0.35,5.53,100.0,0.0,52.97,10688.3,65163.77,9.52,13.69,165373.0,67.41,24.88,44.45,332.33,3000.0,9410.63,75852.07,0.0,África,2012-2014,7.729725539145083e-07,3.864862769572542e-07,3.8648627695725415e-08,7.729725539145083e-07,3.864862769572542e-06,3.864862769572542e-07,4.63783532348705e-07,7.729725539145084e-08,1.1594588308717624e-07,5.797294154358812e-06,150.0,8.765508761390524e-07,0.0007590881245096332,0,9.149701437557322,0,120.0,0
Dominica,2012,328288.48,93682.25,3.7175375,2.93,1.52,14.22,14.22,85.09,0.01,0.68,274.5,0.0,0.63,50185.51,49354.19,9.92,8.42,328967.0,70.19,21.55,40.16,308.68,3000.0,24113.92,99539.7,0.0,América,2012-2014,2.215079722355917e-06,3.322619583533875e-06,5.537699305889791e-07,2.768849652944896e-06,4.153274479417343e-06,1.938194757061427e-06,1.384424826472448e-06,1.6613097917669374e-06,2.491964687650406e-06,2.768849652944896e-06,411.75,2.439356544244453e-06,0.0005536630154259114,0,10.090586015060287,0,329.4,0
Denmark,2012,89998383.45,96191560.85,-2.47,6.71,8.13,50.41,50.41,46.35,0.24,3.0,3000.0,0.0,5934890.97,30035928.49,247482.4,8.9,8.37,1257612.0,70.13,24.37,5.71,42.96,3000.0,11625369.77,30283410.88,0.0,Europa,2012-2014,0.0042645213454376,0.0022744113842334,0.0002843014230291,0.0014215071151458,0.0034116170763501,0.0011372056921167,0.0028430142302917,0.0019901099612042,0.001705808538175,0.0034116170763501,4500.0,0.0025786139068746,55.10795301750374,0,16.268700403122633,0,3600.0,0
Dominican Republic,2012,16567213.96,7716051.03,-2.02,4.11,4.55,24.61,24.61,72.6,0.14,2.65,1175.16,0.0,945554.17,8339670.49,704520.6,9.53,11.6,876107.0,70.28,23.1,15.15,114.18,3000.0,3855201.72,9044191.09,0.0,América,2012-2014,0.0001824429726358,0.0002736644589538,4.561074315896684e-05,0.0002280537157948,0.0003420805736922,0.0001596376010563,0.0001140268578974,0.0001368322294769,0.0002052483442153,0.0002280537157948,940.1280000000002,0.0002009153236152,1.6472497786951903,0,15.16493414984858,1,940.1280000000002,0
Algeria,2012,77812879.49,69822146.25,3.28,5.72,0.69,18.88,18.88,71.78,1.52,7.82,817.25,0.0,60371135.05,77587088.91,32156752.68,9.53,3.07,452237.0,69.52,24.12,27.97,166.6,3000.0,62880756.56,109743841.59,0.0,África,2012-2014,0.0004127292532196,0.0002063646266098,2.063646266098223e-05,0.0004127292532196,0.0020636462660982,0.0002063646266098,0.0002476375519317,4.127292532196446e-05,6.19093879829467e-05,0.0030954693991473,1225.875,0.000468034973151,26.63613354699048,0,17.956750753722577,0,980.6999999999999,0
Ecuador,2012,25006427.7,26614952.81,1.86,4.37,4.25,24.35,24.35,67.13,1.25,7.27,1175.16,0.0,295263.16,24498249.24,1316421.07,9.65,9.51,857725.0,71.1,22.75,12.34,95.85,3000.0,13928402.72,25814670.31,0.0,América,2012-2014,0.0006293000251476,0.0009439500377215,0.0001573250062869,0.0007866250314345,0.0011799375471518,0.0005506375220042,0.0003933125157172,0.0004719750188607,0.0007079625282911,0.0007866250314345,940.1280000000002,0.0006930166526938,19.5984026699765,0,16.449440746224887,1,940.1280000000002,0
Eritrea,2012,696213.67,592565.74,4.154359526372444,4.68,0.15,15.95,15.95,72.66,0.15,11.24,274.5,0.0,68.26,18789.86,566429.11,9.93,5.41,129986.0,66.93,22.27,102.23,608.76,3000.0,543146.3,585218.97,0.0,África,2012-2014,3.5027455970496764e-06,1.7513727985248382e-06,1.751372798524838e-07,3.5027455970496764e-06,1.751372798524838e-05,1.7513727985248382e-06,2.101647358229806e-06,3.502745597049676e-07,5.254118395574515e-07,2.627059197787257e-05,411.75,3.972113507054334e-06,0.005702576328701749,0,13.205135832847056,0,329.4,0
Spain,2012,296704663.4,267454244.39,-4.81,6.65,6.9,55.04,55.04,42.05,0.32,2.59,3000.0,0.0,18752403.77,75376056.59,946249.55,8.82,8.14,1361627.0,70.14,24.52,3.08,23.49,3000.0,31070712.26,76322306.14,0.0,Europa,2012-2014,0.0118572182845398,0.0063238497517546,0.0007904812189693,0.0039524060948466,0.0094857746276319,0.0031619248758773,0.0079048121896932,0.0055333685327852,0.0047428873138159,0.0094857746276319,4500.0,0.0071696646560517,426.02915865674214,0,17.25177623765546,0,3600.0,0
Estonia,2012,22326609.32,13516622.8,2.88,6.26,4.82,46.19,46.19,46.44,0.28,7.1,1950.0,0.0,101526.56,3406611.33,218578.29,9.09,6.56,759311.0,71.29,23.92,17.41,99.83,3000.0,820187.76,3625189.62,0.0,Europa,2012-2014,0.0005992409930712,0.0003195951963046,3.99493995380844e-05,0.0001997469976904,0.000479392794457,0.0001597975981523,0.0003994939953808,0.0002796457967665,0.0002396963972285,0.000479392794457,2925.0,0.0003623410538104,1.6738302629219683,0,13.617289787871556,0,2340.0,0
Finland,2012,78648960.81,75545150.71,-4.75,6.16,4.72,49.26,49.26,47.86,0.25,2.63,3000.0,0.0,4570474.64,27227117.2,878742.04,8.48,5.73,1039996.0,70.05,25.02,7.77,47.49,3000.0,8232367.47,28105859.24,0.0,Europa,2012-2014,0.0033491909778808,0.0017862351882031,0.0002232793985253,0.0011163969926269,0.0026793527823046,0.0008931175941015,0.0022327939852539,0.0015629557896777,0.0013396763911523,0.0026793527823046,4500.0,0.0020251441446252,33.990184317970396,0,15.923584316184282,0,3600.0,0
Fiji,2012,2017158.58,783727.42,1.61,7.44,5.02,42.71,42.71,53.67,0.6,3.02,1175.16,0.0,51732.16,667903.16,149482.13,10.35,15.6,655476.0,71.34,22.07,56.78,361.18,3000.0,451133.24,817385.3,0.0,Oceanía,2012-2014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1762.7400000000002,0.0,0.0,0,13.019520223863347,0,1410.192,0
France,2012,633467871.64,568994490.36,-3.35,7.09,6.83,56.11,56.11,40.78,0.34,2.77,3000.0,0.0,42109067.29,191191113.44,1718113.23,8.85,7.78,1395204.0,69.88,24.67,2.49,19.79,3000.0,68130742.69,192909226.66,0.0,Europa,2012-2014,0.0252255928496728,0.0134536495198255,0.0016817061899781,0.0084085309498909,0.0201804742797382,0.0067268247599127,0.0168170618997819,0.0117719433298473,0.0100902371398691,0.0201804742797382,4500.0,0.0152530751431021,1928.2194440062572,0,18.036939118439577,0,3600.0,0
"Micronesia, Fed. Sts.",2012,134683.07,82733.77,1.47,9.54,4.9,55.56,55.56,39.21,2.35,2.88,876.07,0.0,107.48,31464.15,2807.15,9.4,9.25,109539.0,64.87,23.86,143.38,790.69,3000.0,656.04,34271.3,0.0,Oceanía,2012-2014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1314.105,0.0,0.0,0,6.487744899431937,0,1051.284,0
Gabon,2012,5305356.17,11452517.15,4.154359526372444,5.26,1.3,24.4,24.4,68.72,1.26,5.62,152.03,0.0,461.0,10628896.11,169054.1,8.46,2.78,365260.0,68.07,26.36,33.17,156.57,3000.0,10264149.55,10797950.22,0.0,África,2012-2014,6.769755879288332e-05,3.384877939644166e-05,3.384877939644166e-06,6.769755879288332e-05,0.0003384877939644,3.384877939644166e-05,4.0618535275729993e-05,6.769755879288332e-06,1.0154633818932498e-05,0.0005077316909466,228.04500000000002,7.676903167112968e-05,3.838541124244169,0,16.14416785294089,0,182.436,0
United Kingdom,2012,659986196.91,443364891.38,-2.0,7.3,6.32,56.51,56.51,41.04,0.4,2.05,3000.0,0.0,54045003.58,181202320.67,669258.64,8.72,6.92,1386476.0,69.85,24.78,2.64,20.57,3000.0,82394450.61,181871579.31,0.0,Europa,2012-2014,0.0196559763289011,0.0104831873754139,0.0013103984219267,0.0065519921096337,0.0157247810631208,0.0052415936877069,0.0131039842192674,0.0091727889534871,0.0078623905315604,0.0157247810631208,4500.0,0.0118853136868755,1170.7466811372549,0,18.227028657782512,0,3600.0,0
Georgia,2012,11455531.35,2476176.91,6.72,2.42,1.3,13.87,13.87,70.39,1.77,13.98,346.86,0.0,107689.3,1643491.65,1192740.41,8.7,5.99,635052.0,68.18,24.79,16.93,116.25,3000.0,1716199.01,2836232.06,0.0,Asia,2012-2014,3.659263936275903e-05,2.9274111490207225e-05,0.000146370557451,4.391116723531083e-05,0.0001317335017059,2.1955583617655416e-05,8.782233447062166e-05,1.4637055745103612e-05,2.9274111490207225e-05,0.0001097779180882,520.29,6.235385747414138e-05,0.29618673315601646,0,14.355623108181984,0,416.232,0
Ghana,2012,23324869.18,11573611.53,3.8,8.76,2.49,31.76,31.76,65.56,0.13,2.55,1175.16,0.0,131785.77,8526396.43,4420532.23,9.22,6.15,796478.0,69.91,23.99,22.45,153.57,3000.0,6524063.11,12946928.67,0.0,África,2012-2014,6.841336596454407e-05,3.420668298227203e-05,3.420668298227204e-06,6.841336596454407e-05,0.0003420668298227,3.420668298227203e-05,4.104801957872644e-05,6.841336596454407e-06,1.026200489468161e-05,0.000513100244734,1762.7400000000002,7.758075700379297e-05,0.5090827127384004,0,15.691008069468138,0,1410.192,0
Guinea,2012,4588071.39,2045961.05,4.154359526372444,6.1,1.25,19.34,19.34,80.24,0.24,0.18,72.0,0.0,2249.51,2213680.6,722636.53,9.21,4.42,322747.0,70.91,25.29,54.62,167.69,3000.0,1025751.18,2936317.12,0.0,África,2012-2014,1.2093984811917464e-05,6.046992405958732e-06,6.046992405958732e-07,1.2093984811917464e-05,6.046992405958732e-05,6.046992405958732e-06,7.256390887150478e-06,1.2093984811917464e-06,1.8140977217876195e-06,9.070488608938098e-05,108.0,1.3714578776714402e-05,0.2574265504065533,0,13.840936735576364,0,86.39999999999999,0
Guinea-Bissau,2012,442712.85,181076.66,4.154359526372444,6.26,2.31,20.76,20.76,78.88,0.0,0.36,43.0,0.0,0.0,168805.52,27199.92,10.65,10.88,79283.0,68.64,25.13,101.53,343.77,1175.16,18653.38,196005.44,0.0,África,2012-2014,1.0703714891506577e-06,5.351857445753287e-07,5.351857445753288e-08,1.0703714891506577e-06,5.351857445753288e-06,5.351857445753287e-07,6.422228934903945e-07,1.0703714891506578e-07,1.6055572337259862e-07,8.027786168629931e-06,64.5,1.2138012686968456e-06,0.003355589002128051,0,9.833836250045335,0,51.6,0
Equatorial Guinea,2012,3296701.42,15570384.87,4.154359526372444,3.62,0.55,12.95,12.95,87.02,0.0,0.04,573.24,0.0,0.0,15872691.24,4547471.72,7.65,2.6,134991.0,67.16,30.3,35.72,93.04,3000.0,16362936.51,20420162.96,0.0,África,2012-2014,9.203889689566156e-05,4.601944844783078e-05,4.601944844783078e-06,9.203889689566156e-05,0.0004601944844783,4.601944844783078e-05,5.522333813739694e-05,9.203889689566156e-06,1.3805834534349234e-05,0.0006902917267174,859.86,0.0001043721090796,1.8877795554015675,0,16.61052942742189,0,687.888,0
Greece,2012,50451606.34,28319186.22,-3.19,4.31,4.94,42.57,42.57,52.98,0.32,4.14,3000.0,0.0,2502125.39,7481654.19,373155.2,9.19,8.68,1098935.0,70.55,23.49,10.94,84.98,3000.0,3748747.39,7854809.39,0.0,Europa,2012-2014,0.0012554924055025,0.0006695959496013,8.369949370017146e-05,0.0004184974685008,0.001004393924402,0.0003347979748006,0.0008369949370017,0.0005858964559012,0.000502196962201,0.001004393924402,4500.0,0.0007591544078605,4.776413029534622,0,15.136932579568771,0,3600.0,0
Grenada,2012,247675.73,47785.55,-0.52,0.91,0.17,3.61,3.61,95.79,0.0,0.59,74.19,0.0,0.0,3473.55,46960.1,10.27,10.05,234902.0,69.85,21.9,69.67,567.1,3000.0,6615.37,50433.65,0.0,América,2012-2014,1.129870416504992e-06,1.6948056247574875e-06,2.82467604126248e-07,1.41233802063124e-06,2.11850703094686e-06,9.88636614441868e-07,7.0616901031562e-07,8.474028123787439e-07,1.2711042185681158e-06,1.41233802063124e-06,111.285,1.2442697961761223e-06,0.0005295285795846632,0,8.79730216017001,0,89.02799999999999,0
Guatemala,2012,15779218.13,10355439.27,1.1,3.45,9.38,30.32,30.32,66.02,0.6,3.06,1175.16,0.0,1328863.16,9989287.53,984821.65,9.12,15.41,1043381.0,70.86,23.67,14.73,110.34,3000.0,4928265.1,10974109.18,0.0,América,2012-2014,0.000244850262916,0.000367275394374,6.121256572900724e-05,0.000306062828645,0.0004590942429675,0.0002142439800515,0.0001530314143225,0.000183637697187,0.0002754565457805,0.000306062828645,1762.7400000000002,0.0002696413520362,1.5831441401179083,1,15.410497780302611,0,1410.192,0
Guyana,2012,1576289.32,1684176.6,6.26,1.77,0.9,8.36,8.36,86.95,0.61,4.08,350.0,0.0,46175.46,426263.31,1331975.62,10.69,9.81,374951.0,68.89,22.39,52.93,418.77,3000.0,1174083.64,1758238.93,0.0,América,2012-2014,3.982168911961798e-05,5.973253367942697e-05,9.955422279904495e-06,4.977711139952248e-05,7.466566709928371e-05,3.4843977979665734e-05,2.488855569976124e-05,2.9866266839713484e-05,4.479940025957023e-05,4.977711139952248e-05,525.0,4.385363514297931e-05,0.14041305348430305,0,13.97599937217177,0,420.0,0
Honduras,2012,12136419.09,8392995.31,0.61,2.26,9.45,20.45,20.45,74.52,0.83,4.19,1175.16,0.0,1833519.96,8791873.29,670995.53,9.5,15.08,827870.0,71.14,23.06,20.34,138.92,3000.0,3862842.57,9462868.82,0.0,América,2012-2014,0.0001984490522058,0.0002976735783087,4.961226305145669e-05,0.0002480613152572,0.0003720919728859,0.00017364292068,0.0001240306576286,0.0001488367891543,0.0002232551837315,0.0002480613152572,1762.7400000000002,0.0002185420187416,1.0399617507887675,1,15.166914146394118,0,1410.192,0
Croatia,2012,33601915.73,11528071.12,-4.23,2.61,4.6,34.59,34.59,60.57,0.23,4.61,1175.16,0.0,425835.08,3133643.3,517589.26,9.15,9.43,981451.0,70.14,23.91,18.05,134.19,3000.0,1929729.04,3651232.56,0.0,Europa,2012-2014,0.0005110812729156,0.0002725766788883,3.407208486104473e-05,0.0001703604243052,0.0004088650183325,0.0001362883394441,0.0003407208486104,0.0002385045940273,0.0002044325091662,0.0004088650183325,1762.7400000000002,0.0003090338096896,2.0198916714403783,0,14.47289067544989,0,1410.192,0
Hungary,2012,87411454.56,92031151.39,-3.55,5.47,5.74,45.07,45.07,48.21,0.26,6.46,1165.89,0.0,2887526.33,18006400.36,313263.57,8.94,7.07,1064047.0,70.3,24.24,7.92,53.92,3000.0,5111409.29,18319663.93,0.0,Europa,2012-2014,0.0040800752797833,0.0021760401492177,0.0002720050186522,0.0013600250932611,0.0032640602238266,0.0010880200746088,0.0027200501865222,0.0019040351305655,0.0016320301119133,0.0032640602238266,1748.835,0.0024670855191756,129.7543602152925,0,15.446985910404043,0,1399.068,0
Indonesia,2012,205799561.56,218738413.23,3.94,5.4,4.46,50.66,50.66,46.06,0.66,2.62,3000.0,0.0,37781049.34,190555138.45,11477045.74,8.79,7.07,1270169.0,70.85,24.31,3.52,24.11,3000.0,64554825.14,202032184.18,0.0,Asia,2012-2014,0.0032324895033883,0.0025859916027106,0.0129299580135533,0.0038789874040659,0.0116369622121979,0.0019394937020329,0.0077579748081319,0.0012929958013553,0.0025859916027106,0.0096974685101649,4500.0,0.0055081621137737,267.68421252620794,1,17.983025438379986,0,3600.0,0
India,2012,406680194.3,270878231.85,2.83,6.76,6.57,68.09,68.09,28.06,0.5,3.36,3000.0,0.0,86411414.96,256452044.09,711005.81,8.66,8.61,1375011.0,69.97,24.79,2.04,15.52,3000.0,114498395.85,257163049.9,0.0,Asia,2012-2014,0.0040030053625323,0.0032024042900259,0.0160120214501295,0.0048036064350388,0.0144108193051165,0.0024018032175194,0.0096072128700777,0.0016012021450129,0.0032024042900259,0.0120090160875971,4500.0,0.0068211211377551,410.507272390527,1,18.556071379550502,0,3600.0,0
Ireland,2012,66575534.07,135949726.25,-1.07,6.28,5.25,48.27,48.27,48.86,0.29,2.58,3000.0,0.0,13558768.35,60609459.77,597526.44,8.91,6.02,972692.0,70.56,23.94,9.69,63.23,3000.0,37464881.11,61206986.21,0.0,Europa,2012-2014,0.0060271452544948,0.0032144774690639,0.0004018096836329,0.0020090484181649,0.0048217162035958,0.0016072387345319,0.0040180968363298,0.0028126677854309,0.0024108581017979,0.0048217162035958,4500.0,0.0036444138305512,110.07710788828028,0,17.438914575105372,0,3600.0,0
"Iran, Islamic Rep.",2012,78960869.82,88145626.74,4.846360655737705,5.64,1.92,44.98,44.98,45.79,1.24,7.98,3000.0,0.0,597404.36,51224819.73,202792.97,9.29,3.35,915267.0,70.03,23.57,12.92,97.45,3000.0,42978954.75,51427612.71,0.0,Asia,2012-2014,0.0013026052854604,0.0010420842283683,0.0052104211418419,0.0015631263425525,0.0046893790276577,0.0007815631712762,0.0031262526851051,0.0005210421141841,0.0010420842283683,0.0039078158563814,4500.0,0.0022196394064246,43.468452925149506,0,17.57622115269921,0,3600.0,0
Iraq,2012,50491396.61,94835427.19,4.846360655737705,5.86,0.67,35.89,35.89,61.33,1.31,1.47,573.24,0.0,94216292.56,94355319.45,168022.75,9.64,2.43,222984.0,70.62,24.44,43.86,144.18,3000.0,94278236.43,94523342.2,0.0,Asia,2012-2014,0.0014014663378703,0.0011211730702962,0.0056058653514814,0.0016817596054444,0.0050452788163333,0.0008408798027222,0.0033635192108888,0.0005605865351481,0.0011211730702962,0.0042043990136111,859.86,0.0023880986397311,263.08151693743093,0,18.36176094080017,0,687.888,0
Iceland,2012,7245875.23,5376273.15,-0.76,2.58,1.48,20.74,20.74,74.7,1.13,3.44,1175.16,0.0,270167.95,4881693.95,3907788.39,9.1,7.03,683717.0,70.75,23.76,11.85,81.77,3000.0,738104.54,8789482.33,0.0,Europa,2012-2014,0.0002383497201259,0.0001271198507338,1.588998134173172e-05,7.94499067086586e-05,0.0001906797761007,6.355992536692688e-05,0.0001588998134173,0.0001112298693921,9.533988805039032e-05,0.0001906797761007,940.1280000000002,0.0001441221307695,0.8233098388071034,0,13.511842101488003,1,940.1280000000002,0
Israel,2012,89988393.3,64973490.03,-0.28,3.39,3.3,23.67,23.67,70.17,0.52,5.64,2561.25,0.0,12286252.42,71128656.9,2327301.12,8.64,6.97,1139129.0,70.52,24.2,3.85,27.58,3000.0,24671622.62,73455958.02,0.0,Asia,2012-2014,0.0009601702847667,0.0007681362278134,0.003840681139067,0.0011522043417201,0.0034566130251603,0.00057610217086,0.0023044086834402,0.0003840681139067,0.0007681362278134,0.0028805108543003,3841.875,0.0016361301652425,27.662905241301328,0,17.021164299878635,0,3073.5,0
Italy,2012,449191094.29,480271979.92,-6.45,6.59,6.76,53.96,53.96,42.92,0.33,2.78,3000.0,0.0,38305689.45,188883251.73,1674193.69,8.76,7.69,1380908.0,69.91,24.64,2.4,18.97,3000.0,68535293.43,190557445.42,0.0,Europa,2012-2014,0.0212922016431178,0.0113558408763295,0.0014194801095411,0.0070974005477059,0.0170337613144942,0.0056779204381647,0.0141948010954118,0.0099363607667883,0.0085168806572471,0.0170337613144942,4500.0,0.0128746845935385,1373.7725528958579,0,18.042859417691503,0,3600.0,0
Jamaica,2012,5386521.05,1355762.1,1.11,3.42,2.87,17.75,17.75,79.36,0.1,2.8,3000.0,0.0,128692.29,1189616.48,302201.54,10.35,21.65,556667.0,70.04,22.09,30.43,224.11,3000.0,648968.79,1491818.02,0.0,América,2012-2014,3.205645825168241e-05,4.8084687377523616e-05,8.014114562920602e-06,4.0070572814603016e-05,6.010585922190452e-05,2.8049400970222112e-05,2.0035286407301508e-05,2.4042343688761808e-05,3.606351553314271e-05,4.0070572814603016e-05,4500.0,3.5302174649665256e-05,0.010633492654431666,0,13.3831414460666,0,3600.0,0
Jordan,2012,24696464.9,6248008.55,6.33,2.4,2.32,15.22,15.22,82.23,0.23,2.32,1175.16,0.0,74085.69,4264338.33,1142443.82,9.48,8.64,756617.0,69.75,23.39,16.17,128.99,3000.0,1750218.13,5406782.14,0.0,Asia,2012-2014,9.233230577438224e-05,7.386584461950579e-05,0.0003693292230975,0.0001107987669292,0.0003323963007877,5.539938346462934e-05,0.0002215975338585,3.6932922309752895e-05,7.386584461950579e-05,0.0002769969173231,1762.7400000000002,0.0001573342490395,0.5573529733444982,0,14.375251555203542,0,1410.192,0
Japan,2012,735536916.49,883364655.11,1.78,6.38,5.99,66.66,66.66,30.27,0.61,2.46,3000.0,0.0,192268129.54,738195680.24,280695.27,8.59,6.91,1365336.0,70.3,24.75,2.07,14.69,3000.0,266025698.58,738476375.51,0.0,Asia,2012-2014,0.013054254774651,0.0104434038197208,0.0522170190986042,0.0156651057295812,0.0469953171887438,0.0078325528647906,0.0313302114591625,0.0052217019098604,0.0104434038197208,0.0391627643239532,4500.0,0.0222444501360054,4365.687852144857,0,19.399103477041454,0,3600.0,0
